subject_id	source_language	translation_language	predicate_id	source_value	translation_status	translation_value
MP:0009054	en	ja	rdfs:label	absent anal canal	OFFICIAL	肛門管の欠如
MP:0009055	en	ja	rdfs:label	abnormal internal anal sphincter morphology	OFFICIAL	内肛門括約筋の形態異常
MP:0009056	en	ja	rdfs:label	abnormal interleukin-21 secretion	OFFICIAL	インターロイキン-21分泌異常
MP:0009057	en	ja	rdfs:label	increased interleukin-21 secretion	OFFICIAL	インターロイキン-21分泌増加
MP:0009058	en	ja	rdfs:label	decreased interleukin-21 secretion	OFFICIAL	インターロイキン-21分泌減少
MP:0009059	en	ja	rdfs:label	abnormal circulating interleukin-21 level	OFFICIAL	インターロイキン-21血中濃度異常
MP:0009060	en	ja	rdfs:label	increased circulating interleukin-21 level	OFFICIAL	インターロイキン-21血中濃度上昇
MP:0009061	en	ja	rdfs:label	decreased circulating interleukin-21 level	OFFICIAL	インターロイキン-21血中濃度低下
MP:0009062	en	ja	rdfs:label	impaired lectin complement pathway	OFFICIAL	レクチン補体径路障害
MP:0009063	en	ja	rdfs:label	abnormal oviduct size	OFFICIAL	輸卵管サイズの異常
MP:0009064	en	ja	rdfs:label	oviduct atrophy	OFFICIAL	輸卵管萎縮
MP:0009065	en	ja	rdfs:label	abnormal oviduct weight	OFFICIAL	輸卵管重量の異常
MP:0009066	en	ja	rdfs:label	decreased oviduct weight	OFFICIAL	輸卵管重量の減少
MP:0009067	en	ja	rdfs:label	increased oviduct weight	OFFICIAL	輸卵管重量の増加
MP:0009068	en	ja	rdfs:label	enlarged oviduct	OFFICIAL	輸卵管肥大
MP:0009069	en	ja	rdfs:label	dilated oviduct	OFFICIAL	輸卵管拡張
MP:0009070	en	ja	rdfs:label	small oviduct	OFFICIAL	卵管の矮小化
MP:0009071	en	ja	rdfs:label	short oviduct	OFFICIAL	卵管の短縮
MP:0009072	en	ja	rdfs:label	absent cranial vagina	OFFICIAL	頭側膣部の欠如
MP:0009073	en	ja	rdfs:label	absent Wolffian ducts	OFFICIAL	ウォルフ管の欠如
MP:0009074	en	ja	rdfs:label	Wolffian duct degeneration	OFFICIAL	ウォルフ管の退行変性
MP:0009075	en	ja	rdfs:label	rudimentary Wolffian ducts	OFFICIAL	ウォルフ管の発達不全
MP:0009076	en	ja	rdfs:label	rudimentary Mullerian ducts	OFFICIAL	ミュラー管の発達不全
MP:0009077	en	ja	rdfs:label	abnormal cranial vagina morphology	OFFICIAL	頭側膣部の形態異常
MP:0009078	en	ja	rdfs:label	adrenal gland hyperplasia	OFFICIAL	副腎過形成
MP:0009079	en	ja	rdfs:label	prolapsed intervertebral disk	OFFICIAL	椎間板脱
MP:0009080	en	ja	rdfs:label	uterus inflammation	OFFICIAL	子宮の炎症
MP:0009081	en	ja	rdfs:label	thin uterus	OFFICIAL	子宮の菲薄化
MP:0009082	en	ja	rdfs:label	uterus cyst	OFFICIAL	子宮嚢胞
MP:0009083	en	ja	rdfs:label	uterus hypertrophy	OFFICIAL	子宮肥大
MP:0009084	en	ja	rdfs:label	blind uterus	OFFICIAL	子宮閉塞
MP:0009085	en	ja	rdfs:label	abnormal uterine horn morphology	OFFICIAL	子宮角の形態異常
MP:0009086	en	ja	rdfs:label	blind uterine horn	OFFICIAL	子宮角閉塞
MP:0009087	en	ja	rdfs:label	dilated uterine horn	OFFICIAL	子宮角の拡張
MP:0009088	en	ja	rdfs:label	thin uterine horn	OFFICIAL	子宮角の菲薄化
MP:0009089	en	ja	rdfs:label	short uterine horn	OFFICIAL	子宮角の短縮
MP:0009090	en	ja	rdfs:label	myometrium hypoplasia	OFFICIAL	子宮筋層形成不全
MP:0009091	en	ja	rdfs:label	endometrium hypoplasia	OFFICIAL	子宮内膜形成不全
MP:0009092	en	ja	rdfs:label	endometrium hyperplasia	OFFICIAL	子宮内膜過形成
MP:0009093	en	ja	rdfs:label	oocyte degeneration	OFFICIAL	卵母細胞の退行変性
MP:0009094	en	ja	rdfs:label	abnormal endometrial gland morphology	OFFICIAL	子宮内膜腺の形態異常
MP:0009095	en	ja	rdfs:label	abnormal endometrial gland number	OFFICIAL	子宮内膜腺の数の異常
MP:0009096	en	ja	rdfs:label	decreased endometrial gland number	OFFICIAL	子宮内膜腺の数の減少
MP:0009097	en	ja	rdfs:label	absent endometrial glands	OFFICIAL	子宮内膜腺の欠如
MP:0009098	en	ja	rdfs:label	anovaginal fistula	OFFICIAL	肛門膣瘻
MP:0009099	en	ja	rdfs:label	abnormal uterine NK cell physiology	OFFICIAL	子宮NK細胞の生理異常
MP:0009100	en	ja	rdfs:label	abnormal clitoris size	OFFICIAL	陰核サイズの異常
MP:0009101	en	ja	rdfs:label	clitoris hypoplasia	OFFICIAL	陰核形成不全
MP:0009102	en	ja	rdfs:label	abnormal glans penis morphology	OFFICIAL	陰茎亀頭の形態異常
MP:0009103	en	ja	rdfs:label	abnormal penile bone morphology	OFFICIAL	陰茎骨の形態異常
MP:0009104	en	ja	rdfs:label	small penile bone	OFFICIAL	陰茎骨の矮小化
MP:0009105	en	ja	rdfs:label	penis prolapse	OFFICIAL	陰茎脱
MP:0009106	en	ja	rdfs:label	abnormal pancreas size	OFFICIAL	膵臓のサイズ異常
MP:0009107	en	ja	rdfs:label	abnormal pancreas weight	OFFICIAL	膵重量の異常
MP:0009108	en	ja	rdfs:label	increased pancreas weight	OFFICIAL	膵重量の増加
MP:0009109	en	ja	rdfs:label	decreased pancreas weight	OFFICIAL	膵重量の減少
MP:0009110	en	ja	rdfs:label	pancreas hyperplasia	OFFICIAL	膵臓過形成
MP:0009111	en	ja	rdfs:label	pancreas hypoplasia	OFFICIAL	膵臓形成不全
MP:0009112	en	ja	rdfs:label	abnormal pancreatic beta cell mass	OFFICIAL	膵臓β細胞重量の異常
MP:0009113	en	ja	rdfs:label	increased pancreatic beta cell mass	OFFICIAL	膵臓β細胞重量の増加
MP:0009114	en	ja	rdfs:label	decreased pancreatic beta cell mass	OFFICIAL	膵臓β細胞重量の減少
MP:0009115	en	ja	rdfs:label	abnormal fat cell morphology	OFFICIAL	脂肪細胞の形態異常
MP:0009116	en	ja	rdfs:label	abnormal brown fat cell morphology	OFFICIAL	褐色脂肪細胞形態異常
MP:0009117	en	ja	rdfs:label	abnormal white fat cell morphology	OFFICIAL	白色脂肪細胞の形態異常
MP:0009118	en	ja	rdfs:label	increased white fat cell size	OFFICIAL	白色脂肪細胞サイズの増加
MP:0009119	en	ja	rdfs:label	increased brown fat cell size	OFFICIAL	褐色脂肪細胞サイズの増加
MP:0009120	en	ja	rdfs:label	abnormal white fat cell lipid droplet size	OFFICIAL	白色脂肪細胞脂肪滴サイズの異常
MP:0009121	en	ja	rdfs:label	increased white fat cell lipid droplet size	OFFICIAL	白色脂肪細胞脂肪滴サイズの増加
MP:0009122	en	ja	rdfs:label	decreased white fat cell lipid droplet size	OFFICIAL	白色脂肪細胞脂肪滴サイズの減少
MP:0009123	en	ja	rdfs:label	abnormal brown fat cell lipid droplet size	OFFICIAL	褐色脂肪細胞脂肪滴サイズ異常
MP:0009124	en	ja	rdfs:label	increased brown fat cell lipid droplet size	OFFICIAL	褐色脂肪細胞脂肪滴サイズの増加
MP:0009125	en	ja	rdfs:label	decreased brown fat cell lipid droplet size	OFFICIAL	褐色脂肪細胞脂肪滴サイズの減少
MP:0009126	en	ja	rdfs:label	abnormal brown fat cell number	OFFICIAL	褐色脂肪細胞数異常
MP:0009127	en	ja	rdfs:label	increased brown fat cell number	OFFICIAL	褐色脂肪細胞数の増加
MP:0009128	en	ja	rdfs:label	decreased brown fat cell number	OFFICIAL	褐色脂肪細胞数の減少
MP:0009129	en	ja	rdfs:label	abnormal white fat cell number	OFFICIAL	白色脂肪細胞数の異常
MP:0009130	en	ja	rdfs:label	increased white fat cell number	OFFICIAL	白色脂肪細胞数の増加
MP:0009131	en	ja	rdfs:label	decreased white fat cell number	OFFICIAL	白色脂肪細胞数の減少
MP:0009132	en	ja	rdfs:label	abnormal white fat cell size	OFFICIAL	白色脂肪細胞サイズの異常
MP:0009133	en	ja	rdfs:label	decreased white fat cell size	OFFICIAL	白色脂肪細胞サイズの減少
MP:0009134	en	ja	rdfs:label	abnormal brown fat lipid droplet number	OFFICIAL	褐色脂肪細胞脂肪滴数異常
MP:0009135	en	ja	rdfs:label	abnormal brown fat cell size	OFFICIAL	褐色脂肪細胞サイズ異常
MP:0009136	en	ja	rdfs:label	decreased brown fat cell size	OFFICIAL	褐色脂肪細胞サイズの減少
MP:0009137	en	ja	rdfs:label	decreased brown fat lipid droplet number	OFFICIAL	褐色脂肪細胞脂肪滴数の減少
MP:0009138	en	ja	rdfs:label	increased brown fat lipid droplet number	OFFICIAL	褐色脂肪細胞脂肪滴数の増加
MP:0009139	en	ja	rdfs:label	failure of Mullerian duct regression	OFFICIAL	ミュラー管退行不全
MP:0009140	en	ja	rdfs:label	dilated efferent ductule of testis	OFFICIAL	精巣輸出管の拡張
MP:0009141	en	ja	rdfs:label	increased prepulse inhibition	OFFICIAL	前パルス抑制の亢進
MP:0009142	en	ja	rdfs:label	decreased prepulse inhibition	OFFICIAL	前パルス抑制の低下
MP:0009143	en	ja	rdfs:label	abnormal pancreatic duct morphology	OFFICIAL	膵管の形態異常
MP:0009144	en	ja	rdfs:label	dilated pancreatic duct	OFFICIAL	膵管拡張
MP:0009145	en	ja	rdfs:label	abnormal pancreatic acinus morphology	OFFICIAL	膵腺房の形態異常
MP:0009146	en	ja	rdfs:label	abnormal pancreatic acinar cell morphology	OFFICIAL	膵腺房細胞の形態異常
MP:0009147	en	ja	rdfs:label	abnormal pancreatic acinar cell physiology	OFFICIAL	膵腺房細胞の生理異常
MP:0009148	en	ja	rdfs:label	pancreas necrosis	OFFICIAL	膵臓壊死
MP:0009149	en	ja	rdfs:label	decreased pancreatic acinar cell number	OFFICIAL	膵腺房細胞数の減少
MP:0009150	en	ja	rdfs:label	pancreatic acinar cell atrophy	OFFICIAL	膵腺房細胞の委縮
MP:0009151	en	ja	rdfs:label	increased pancreatic ductal adenocarcinoma incidence	OFFICIAL	膵管腺癌
MP:0009152	en	ja	rdfs:label	increased pancreatic intraepithelial neoplasia incidence	OFFICIAL	膵上皮新生物
MP:0009153	en	ja	rdfs:label	increased pancreas tumor incidence	OFFICIAL	膵臓腫瘍発生率の上昇
MP:0009154	en	ja	rdfs:label	pancreatic acinar hypoplasia	OFFICIAL	膵腺房形成不全
MP:0009155	en	ja	rdfs:label	pancreatic acinar hyperplasia	OFFICIAL	膵腺房過形成
MP:0009156	en	ja	rdfs:label	absent pancreatic acini	OFFICIAL	膵腺房の欠如
MP:0009157	en	ja	rdfs:label	ectopic pancreatic acinar cells	OFFICIAL	膵腺房細胞の異所性
MP:0009158	en	ja	rdfs:label	absent pancreatic acinar cells	OFFICIAL	膵腺房細胞の欠如
MP:0009159	en	ja	rdfs:label	increased pancreatic acinar cell number	OFFICIAL	膵腺房細胞数の増加
MP:0009160	en	ja	rdfs:label	abnormal pancreatic acinar cell zymogen granule morphology	OFFICIAL	膵腺房細胞チモーゲン顆粒の形態異常
MP:0009161	en	ja	rdfs:label	pancreatic acinar cell zymogen granule accumulation	OFFICIAL	膵腺房細胞チモーゲン顆粒の蓄積
MP:0009162	en	ja	rdfs:label	absent pancreatic acinar cell zymogen granule	OFFICIAL	膵腺房細胞チモーゲン顆粒の欠如
MP:0009163	en	ja	rdfs:label	absent pancreatic duct	OFFICIAL	膵管欠如
MP:0009164	en	ja	rdfs:label	exocrine pancreas atrophy	OFFICIAL	膵外分泌部萎縮
MP:0009165	en	ja	rdfs:label	abnormal endocrine pancreas morphology	OFFICIAL	膵内分泌部の形態異常
MP:0009166	en	ja	rdfs:label	abnormal pancreatic islet number	OFFICIAL	膵島数の異常
MP:0009167	en	ja	rdfs:label	increased pancreatic islet number	OFFICIAL	膵島数の増加
MP:0009168	en	ja	rdfs:label	decreased pancreatic islet number	OFFICIAL	膵島数の減少
MP:0009169	en	ja	rdfs:label	pancreatic islet hypoplasia	OFFICIAL	膵島形成不全
MP:0009170	en	ja	rdfs:label	abnormal pancreatic islet size	OFFICIAL	膵島サイズの異常
MP:0009171	en	ja	rdfs:label	enlarged pancreatic islets	OFFICIAL	膵島肥大
MP:0009172	en	ja	rdfs:label	small pancreatic islets	OFFICIAL	膵島の矮小化
MP:0009173	en	ja	rdfs:label	absent pancreatic islets	OFFICIAL	膵島の欠如
MP:0009174	en	ja	rdfs:label	absent pancreatic beta cells	OFFICIAL	膵臓β細胞の欠如
MP:0009175	en	ja	rdfs:label	abnormal pancreatic beta cell differentiation	OFFICIAL	膵臓β細胞の分化異常
MP:0009176	en	ja	rdfs:label	increased pancreatic alpha cell number	OFFICIAL	膵臓α細胞数の増加
MP:0009177	en	ja	rdfs:label	decreased pancreatic alpha cell number	OFFICIAL	膵臓α細胞数の減少
MP:0009178	en	ja	rdfs:label	absent pancreatic alpha cells	OFFICIAL	膵臓α細胞の欠如
MP:0009179	en	ja	rdfs:label	abnormal pancreatic alpha cell differentiation	OFFICIAL	膵臓α細胞の分化異常
MP:0009180	en	ja	rdfs:label	increased pancreatic delta cell number	OFFICIAL	膵臓δ細胞数の増加
MP:0009181	en	ja	rdfs:label	decreased pancreatic delta cell number	OFFICIAL	膵臓δ細胞数の減少
MP:0009182	en	ja	rdfs:label	absent pancreatic delta cells	OFFICIAL	膵臓δ細胞の欠如
MP:0009183	en	ja	rdfs:label	abnormal pancreatic delta cell differentiation	OFFICIAL	膵臓δ細胞の分化異常
MP:0009184	en	ja	rdfs:label	abnormal PP cell morphology	OFFICIAL	PP細胞の形態異常
MP:0009185	en	ja	rdfs:label	increased PP cell number	OFFICIAL	PP細胞数の増加
MP:0009186	en	ja	rdfs:label	decreased PP cell number	OFFICIAL	PP細胞数の減少
MP:0009187	en	ja	rdfs:label	absent PP cells	OFFICIAL	PP細胞の欠如
MP:0009188	en	ja	rdfs:label	abnormal PP cell differentiation	OFFICIAL	PP細胞の分化異常
MP:0009189	en	ja	rdfs:label	abnormal pancreatic epsilon cell morphology	OFFICIAL	膵臓ε細胞の形態異常
MP:0009190	en	ja	rdfs:label	increased pancreatic epsilon cell number	OFFICIAL	膵臓ε細胞数の増加
MP:0009191	en	ja	rdfs:label	decreased pancreatic epsilon cell number	OFFICIAL	膵臓ε細胞数の減少
MP:0009192	en	ja	rdfs:label	absent pancreatic epsilon cells	OFFICIAL	膵臓ε細胞の欠如
MP:0009193	en	ja	rdfs:label	abnormal pancreatic epsilon cell differentiation	OFFICIAL	膵臓ε細胞の分化異常
MP:0009194	en	ja	rdfs:label	abnormal pancreatic epsilon cell physiology	OFFICIAL	膵臓ε細胞の生理異常
MP:0009195	en	ja	rdfs:label	abnormal PP cell physiology	OFFICIAL	PP細胞の生理異常
MP:0009196	en	ja	rdfs:label	abnormal pancreatic ghrelin secretion	OFFICIAL	膵臓のグレリン分泌異常
MP:0009197	en	ja	rdfs:label	abnormal pancreatic polypeptide secretion	OFFICIAL	膵臓のポリペプチド分泌異常
MP:0009198	en	ja	rdfs:label	abnormal male genitalia morphology	OFFICIAL	雄の生殖器形態異常
MP:0009199	en	ja	rdfs:label	abnormal external male genitalia morphology	OFFICIAL	雄の外生殖器形態異常
MP:0009200	en	ja	rdfs:label	enlarged external male genitalia	OFFICIAL	雄の外生殖器肥大
MP:0009201	en	ja	rdfs:label	external male genitalia atrophy	OFFICIAL	雄の外生殖器萎縮
MP:0009202	en	ja	rdfs:label	small external male genitalia	OFFICIAL	雄の外生殖器矮小化
MP:0009203	en	ja	rdfs:label	external male genitalia hypoplasia	OFFICIAL	雄の外生殖器形成不全
MP:0009204	en	ja	rdfs:label	absent external male genitalia	OFFICIAL	雄の外生殖器欠如
MP:0009205	en	ja	rdfs:label	abnormal internal male genitalia morphology	OFFICIAL	雄の内生殖器形態異常
MP:0009206	en	ja	rdfs:label	absent internal male genitalia	OFFICIAL	雄の内生殖器欠如
MP:0009207	en	ja	rdfs:label	internal male genitalia hypoplasia	OFFICIAL	雄の内生殖器形成不全
MP:0009208	en	ja	rdfs:label	abnormal female genitalia morphology	OFFICIAL	雌の生殖器形態異常
MP:0009209	en	ja	rdfs:label	abnormal internal female genitalia morphology	OFFICIAL	雌の内生殖器形態異常
MP:0009210	en	ja	rdfs:label	absent internal female genitalia	OFFICIAL	雌の内生殖器欠如
MP:0009211	en	ja	rdfs:label	absent external female genitalia	OFFICIAL	雌の外生殖器欠如
MP:0009212	en	ja	rdfs:label	vulva atrophy	OFFICIAL	外陰部萎縮
MP:0009213	en	ja	rdfs:label	absent male inguinal canal	OFFICIAL	雄の鼠径管欠如
MP:0009214	en	ja	rdfs:label	vas deferens hypoplasia	OFFICIAL	輸精管形成不全
MP:0009215	en	ja	rdfs:label	absent uterine horn	OFFICIAL	子宮角欠如
MP:0009216	en	ja	rdfs:label	abnormal peritoneum morphology	OFFICIAL	腹膜形態異常
MP:0009217	en	ja	rdfs:label	abnormal peritoneal vaginal process morphology	OFFICIAL	腹膜鞘状突起形態異常
MP:0009218	en	ja	rdfs:label	absent peritoneal vaginal process	OFFICIAL	腹膜鞘状突起欠如
MP:0009219	en	ja	rdfs:label	increased prostate intraepithelial neoplasia incidence	OFFICIAL	前立腺上皮内新生物
MP:0009220	en	ja	rdfs:label	increased prostate gland adenocarcinoma incidence	OFFICIAL	前立腺癌発生率上昇
MP:0009221	en	ja	rdfs:label	uterus adenomyosis	OFFICIAL	子宮腺筋症
MP:0009222	en	ja	rdfs:label	increased uterus tumor incidence	OFFICIAL	子宮腫瘍発生率上昇
MP:0009223	en	ja	rdfs:label	increased uterus carcinoma incidence	OFFICIAL	子宮癌の発生率増加
MP:0009224	en	ja	rdfs:label	absent endometrium	OFFICIAL	子宮内膜欠如
MP:0009225	en	ja	rdfs:label	abnormal uterine cervix size	OFFICIAL	子宮頸部サイズの異常
MP:0009226	en	ja	rdfs:label	small uterine cervix	OFFICIAL	子宮頸部の矮小化
MP:0009227	en	ja	rdfs:label	uterine cervix hypoplasia	OFFICIAL	子宮頸部形成不全
MP:0009228	en	ja	rdfs:label	uterine cervix inflammation	OFFICIAL	子宮頸部炎症
MP:0009229	en	ja	rdfs:label	abnormal neurohypophysis median eminence morphology	OFFICIAL	正中隆起形態異常
MP:0009230	en	ja	rdfs:label	abnormal sperm head morphology	OFFICIAL	精子頭部の形態異常
MP:0009231	en	ja	rdfs:label	detached acrosome	OFFICIAL	尖体剥離
MP:0009232	en	ja	rdfs:label	abnormal sperm nucleus morphology	OFFICIAL	精核の形態異常
MP:0009233	en	ja	rdfs:label	enlarged sperm head	OFFICIAL	精子頭部の肥大
MP:0009234	en	ja	rdfs:label	absent sperm head	OFFICIAL	精子頭部の欠如
MP:0009235	en	ja	rdfs:label	small sperm head	OFFICIAL	精子頭部矮小化
MP:0009236	en	ja	rdfs:label	pinhead sperm	OFFICIAL	ピンヘッド精子
MP:0009237	en	ja	rdfs:label	kinked sperm flagellum	OFFICIAL	精子鞭毛捻転
MP:0009238	en	ja	rdfs:label	coiled sperm flagellum	OFFICIAL	コイル状の精子鞭毛
MP:0009239	en	ja	rdfs:label	short sperm flagellum	OFFICIAL	精子鞭毛の短縮
MP:0009240	en	ja	rdfs:label	elongated sperm flagellum	OFFICIAL	精子鞭毛の伸長
MP:0009241	en	ja	rdfs:label	thick sperm flagellum	OFFICIAL	太い精子鞭毛
MP:0009242	en	ja	rdfs:label	thin sperm flagellum	OFFICIAL	細い精子鞭毛
MP:0009243	en	ja	rdfs:label	hairpin sperm flagellum	OFFICIAL	ヘアピン精子鞭毛
MP:0009244	en	ja	rdfs:label	abnormal acid-activated cation-mediated receptor currents	OFFICIAL	酸活性化カチオン介在性受容体電流異常
MP:0009245	en	ja	rdfs:label	caudal rachischisis	OFFICIAL	尾側脊椎披裂
MP:0009246	en	ja	rdfs:label	pale spleen	OFFICIAL	蒼白色の脾臓
MP:0009247	en	ja	rdfs:label	meteorism	OFFICIAL	腸性鼓腸
MP:0009248	en	ja	rdfs:label	small caput epididymis	OFFICIAL	精巣上体頭部矮小化
MP:0009249	en	ja	rdfs:label	enlarged caput epididymis	OFFICIAL	精巣上体頭部肥大
MP:0009250	en	ja	rdfs:label	abnormal appendicular skeleton morphology	OFFICIAL	付属肢骨格の形態異常
MP:0009251	en	ja	rdfs:label	enlarged endometrial glands	OFFICIAL	子宮内膜腺肥大
MP:0009252	en	ja	rdfs:label	absent urinary bladder	OFFICIAL	膀胱欠如
MP:0009253	en	ja	rdfs:label	abnormal sympathetic neuron physiology	OFFICIAL	交感神経細胞の生理異常
MP:0009254	en	ja	rdfs:label	disorganized pancreatic islets	OFFICIAL	膵島細胞の乱れ
MP:0009255	en	ja	rdfs:label	degranulated pancreatic beta cells	OFFICIAL	膵臓β細胞の脱顆粒
MP:0009256	en	ja	rdfs:label	enlarged corpus epididymis	OFFICIAL	精巣上体体の肥大
MP:0009257	en	ja	rdfs:label	dilated seminiferous tubule	OFFICIAL	精細管の拡張
MP:0009258	en	ja	rdfs:label	abnormal thymocyte apoptosis	OFFICIAL	胸腺細胞アポトーシスの異常
MP:0009259	en	ja	rdfs:label	abnormal vestibular saccule duct morphology	OFFICIAL	前庭球形嚢管の形態異常
MP:0009260	en	ja	rdfs:label	abnormal utricle duct morphology	OFFICIAL	卵形嚢管の形態異常
MP:0009261	en	ja	rdfs:label	abnormal utricle valve morphology	OFFICIAL	卵形嚢弁の形態異常
MP:0009262	en	ja	rdfs:label	absent semicircular canal ampulla	OFFICIAL	半規管膨大部の欠如
MP:0009263	en	ja	rdfs:label	abnormal eyelid fusion	OFFICIAL	眼瞼癒合異常
MP:0009264	en	ja	rdfs:label	failure of eyelid fusion	OFFICIAL	眼瞼癒合不全
MP:0009265	en	ja	rdfs:label	delayed eyelid fusion	OFFICIAL	眼瞼癒合遅延
MP:0009266	en	ja	rdfs:label	abnormal mesendoderm development	OFFICIAL	中内胚葉発生異常
MP:0009267	en	ja	rdfs:label	abnormal cerebellum fissure morphology	OFFICIAL	小脳溝の形態異常
MP:0009268	en	ja	rdfs:label	absent cerebellum fissure	OFFICIAL	小脳溝欠如
MP:0009269	en	ja	rdfs:label	decreased fat cell size	OFFICIAL	脂肪細胞の矮小化
MP:0009270	en	ja	rdfs:label	abnormal guard hair length	OFFICIAL	粗毛長の異常
MP:0009271	en	ja	rdfs:label	increased guard hair length	OFFICIAL	粗毛長の伸長
MP:0009272	en	ja	rdfs:label	decreased guard hair length	OFFICIAL	粗毛長の短縮
MP:0009273	en	ja	rdfs:label	abnormal hair shaft melanin granule shape	OFFICIAL	毛幹メラニン顆粒形態異常
MP:0009274	en	ja	rdfs:label	buphthalmos	OFFICIAL	牛眼、牛眼症
MP:0009275	en	ja	rdfs:label	bruising	OFFICIAL	挫傷
MP:0009276	en	ja	rdfs:label	ecchymosis	OFFICIAL	出血斑、溢血斑
MP:0009277	en	ja	rdfs:label	increased brain tumor incidence	OFFICIAL	脳腫瘍
MP:0009278	en	ja	rdfs:label	abnormal bone marrow cell physiology	OFFICIAL	骨髄細胞生理異常
MP:0009279	en	ja	rdfs:label	abnormal activated sperm motility	OFFICIAL	活性化精子運動性異常
MP:0009280	en	ja	rdfs:label	decreased activated sperm motility	OFFICIAL	活性化精子運動性の低下
MP:0009281	en	ja	rdfs:label	abnormal hyperactivated sperm motility	OFFICIAL	過活性化精子運動性の異常
MP:0009282	en	ja	rdfs:label	decreased hyperactivated sperm motility	OFFICIAL	過活性化精子運動性の低下
MP:0009283	en	ja	rdfs:label	decreased gonadal fat pad weight	OFFICIAL	生殖腺脂肪体重量の減少
MP:0009284	en	ja	rdfs:label	abnormal sympathetic neuron innervation pattern	OFFICIAL	交感神経支配のパターン異常
MP:0009285	en	ja	rdfs:label	increased gonadal fat pad weight	OFFICIAL	生殖腺脂肪体重量の増加
MP:0009286	en	ja	rdfs:label	increased abdominal fat pad weight	OFFICIAL	腹部脂肪体重量の増加
MP:0009287	en	ja	rdfs:label	decreased abdominal fat pad weight	OFFICIAL	腹部脂肪体重量の減少
MP:0009288	en	ja	rdfs:label	increased epididymal fat pad weight	OFFICIAL	精巣上体脂肪体重量の増加
MP:0009289	en	ja	rdfs:label	decreased epididymal fat pad weight	OFFICIAL	精巣上体脂肪体重量の減少
MP:0009290	en	ja	rdfs:label	increased femoral fat pad weight	OFFICIAL	大腿脂肪体重量の増加
MP:0009291	en	ja	rdfs:label	decreased femoral fat pad weight	OFFICIAL	大腿脂肪体重量の減少
MP:0009292	en	ja	rdfs:label	increased inguinal fat pad weight	OFFICIAL	鼠径部脂肪体重量の増加
MP:0009293	en	ja	rdfs:label	decreased inguinal fat pad weight	OFFICIAL	鼠径部脂肪体重量の減少
MP:0009294	en	ja	rdfs:label	increased interscapular fat pad weight	OFFICIAL	肩甲骨間脂肪体重量の増加
MP:0009295	en	ja	rdfs:label	decreased interscapular fat pad weight	OFFICIAL	肩甲骨間脂肪体重量の減少
MP:0009296	en	ja	rdfs:label	increased mammary fat pad weight	OFFICIAL	乳房脂肪体重量の増加
MP:0009297	en	ja	rdfs:label	decreased mammary fat pad weight	OFFICIAL	乳房脂肪体重量の減少
MP:0009298	en	ja	rdfs:label	increased mesenteric fat pad weight	OFFICIAL	腸間膜脂肪体重量の増加
MP:0009299	en	ja	rdfs:label	decreased mesenteric fat pad weight	OFFICIAL	腸間膜脂肪体重量の減少
MP:0009300	en	ja	rdfs:label	increased parametrial fat pad weight	OFFICIAL	傍子宮脂肪体重量の増加
MP:0009301	en	ja	rdfs:label	decreased parametrial fat pad weight	OFFICIAL	傍子宮脂肪体重量の減少
MP:0009302	en	ja	rdfs:label	increased renal fat pad weight	OFFICIAL	腎脂肪体重量の増加
MP:0009303	en	ja	rdfs:label	decreased renal fat pad weight	OFFICIAL	腎脂肪体重量の減少
MP:0009304	en	ja	rdfs:label	increased retroperitoneal fat pad weight	OFFICIAL	腹膜後脂肪体重量の増加
MP:0009305	en	ja	rdfs:label	decreased retroperitoneal fat pad weight	OFFICIAL	腹膜後脂肪体重量の減少
MP:0009306	en	ja	rdfs:label	increased uterine fat pad weight	OFFICIAL	子宮脂肪体重量の増加
MP:0009307	en	ja	rdfs:label	decreased uterine fat pad weight	OFFICIAL	子宮脂肪体重量の減少
MP:0009308	en	ja	rdfs:label	increased adenocarcinoma incidence	OFFICIAL	腺癌
MP:0009309	en	ja	rdfs:label	increased small intestine adenocarcinoma incidence	OFFICIAL	小腸腺癌の発生率上昇
MP:0009310	en	ja	rdfs:label	increased large intestine adenocarcinoma incidence	OFFICIAL	大きい腸管腺癌
MP:0009311	en	ja	rdfs:label	increased duodenum adenocarcinoma incidence	OFFICIAL	十二指腸腺癌
MP:0009312	en	ja	rdfs:label	increased jejunum adenocarcinoma incidence	OFFICIAL	空腸腺癌
MP:0009313	en	ja	rdfs:label	increased cecum adenocarcinoma incidence	OFFICIAL	盲腸腺癌
MP:0009314	en	ja	rdfs:label	increased colon adenocarcinoma incidence	OFFICIAL	結腸腺癌
MP:0009315	en	ja	rdfs:label	increased rectum adenocarcinoma incidence	OFFICIAL	直腸腺癌発生率上昇
MP:0009316	en	ja	rdfs:label	increased anal adenocarcinoma incidence	OFFICIAL	肛門腺癌
MP:0009317	en	ja	rdfs:label	increased follicular lymphoma incidence	OFFICIAL	濾胞性リンパ腫増加
MP:0009318	en	ja	rdfs:label	increased splenic marginal zone lymphoma incidence	OFFICIAL	脾臓辺縁帯リンパ腫発生率上昇
MP:0009319	en	ja	rdfs:label	increased small lymphocytic lymphoma incidence	OFFICIAL	小リンパ球性リンパ腫発生率上昇
MP:0009320	en	ja	rdfs:label	increased lymphoblastic lymphoma incidence	OFFICIAL	リンパ芽球性リンパ腫増加
